DATE_REPORTED,KPI_GROUP1,OVERALL_TESTED_TST,TOTAL_RESIDENTS_TESTED_TST,TOTAL_POSITIVES_TST,NO_DEATH_TST,NO_RECOVERED_TST,KPI_GROUP2,TOTAL_ICU_BEDS_HOS,ICU_BEDS_AVAILABLE_HOS,TOTAL_VENTILATORS_HOS,VENTILATORS_IN_USE_HOS,VENTILATORS_AVAILABLE_HOS,TOTAL_COVID19_PATIS_DCHOS_HOS,TOTAL_COVID19_PATIENTS_ICU_HOS,TOTAL_COVID19_NON_DCHOS_HOS,KPI_GROUP3,TOTAL_POSITIVE_FEMS,TOTAL_POSITIVE_OUT_FEMS,PERSON_RETRND_TO_WORK_FEMS,PERSON_QUARANTINE_FEMS,OUT_POSITIVE_QUARANTINE_FEMS,RETURND_TO_WORK_FEMS,KPI_GROUP4,TOTAL_POSITIVE_PSMPD,TOTAL_POSITIVE_OUT_PSMPD,RECOVRD_RETURND_TO_WORK_PSMPD,PERSON_QUARANTINE_PSMPD,OUT_POSITIVE_QUARANTINE_PSMPD,RETURND_TO_WORK_PSMPD,LIVE_LOST_MPD,KPI_GROUP5,TOTAL_POSITIVE_PSDP,TOTAL_POSITIVE_OUT_PSDP,RECOVRD_RETURND_TO_WORK_PSDP,PERSON_QUARANTINE_PSDP,OUT_POSITIVE_QUARANTINE_PSDP,RETURND_TO_WORK_PSDP,LIVE_LOST_PERSONNEL_PSDP,KPI_GROUP6,TOTAL_POSITIVE_PSDR,TOTAL_POSITIVE_ISO_PSDR,RECOVRD_RES_PSDR,RES_QUARANTINE_PSDR,OUT_POSITIVE_QUARANTINE_PSDR,RETURND_TO_GP_PSDR,LIVE_LOST_RES_PSDR,KPI_GROUP7,TOTAL_POSITIVE_PSDYP,TOTAL_POSITIVE_OUT_PSDYP,RETURND_TO_WORK_PSDYP,PERSON_QUARANTINE_PSDYP,OUT_POSITIVE_QUARANTINE_PSDYP,RETURND_PER_TO_WORK_PSDYP,LIVE_LOST_PERSONNEL_PSDYP,KPI_GROUP8,TOTAL_POSITIVE_PSDYR,TOTAL_POSITIVE_OUT_PSDYR,RECOVRD_RES_PSDYR,RES_QUARANTINE_PSDYR,OUT_POSITIVE_QUARANTINE_PSDYR,NO_LONGER_ISO_QUAR_PSDYR,RETURND_TO_GP_PSDYR,KPI_GROUP9,TOTAL_POSITIVE_PSOUCP,TOTAL_POSITIVE_OUT_PSOUCP,RETURND_TO_WORK_PSOUCP,PERSON_QUARANTINE_PSOUCP,OUT_POSITIVE_QUARANTINE_PSOUCP,RETURND_PER_TO_WORK_PSOUCP,KPI_GROUP10,TOTAL_REMOTE_QTRN_SHELTER_DHS,TOTAL_REMOTE_QRTN_DHS,REMOTE_QUARN_SHELTER_DHS,LIVE_LOST_DHS,KPI_GROUP11,TOTAL_POSITIVE_SEHP,PERSON_QUARANTINE_SEHP,POSITIVE_OUT_QUARN_SEHP,RETURND_TO_WORK_SEHP,LIVE_LOST_SEHP,KPI_GROUP12,IIC_QRNT_ISLTD_POSITIVE_SEHI,IIC_QRNT_ISLTD_EXPO_SYM_SEHI,TOTAL_IIC_ISLD_QTRN_SEHI,TOTAL_RES_NOT_ISLTD_QRTN_SEHI,LIVE_LOST_SEHI,KPI_GROUP13,DDA_POSITIVE_HSDDS,DDA_RECOVERED_HSDDS,DDA_LIVE_LOST_HSDDS,KPI_GROUP14,TOTAL_POSITIVE_CFSA,PERSON_QUARANTINE_CFSA,RETURND_TO_WORK_CFSA,LIVE_LOST_CFSA,KPI_GROUP15,TOTAL_POSITIVE_DMVP,TOTAL_POSITIVE_OUT_DMVP,RECOVERED_RETURNED_WRK_DMVP,TOTAL_QUARN_DMVP,POSITIVE_OUT_QUARN_DMVP,RETURNED_TO_WORK_DMVP,LIVE_LOST_DMVP,KPI_GROUP16,TOTAL_POSITIVE_CONF_DCPSPWIP,TOTAL_RPRTD_PENDCONF_DCPSPWIP,TOTAL_CURR_QUARN_DCPSPWIP,KPI_GROUP17,TOTAL_POSITIVE_CONF_DCPSSPIPA,TOTAL_RPRTD_PENDCONF_DCPSSPIPA,TOTAL_CURR_QUARN_DCPSSPIPA,OBJECTID
2020/06/08 04:00:00+00,Testing,57152,46413,9474,495,1143,Hospitals,345,84,440,201,239,255,89,1865,Public Safety - FEMS,113,16,97,63,79,1495,Public Safety - MPD,141,22,118,23,45,1273,1,Public Safety - DOC - Personnel,84,7,76,1,8,285,1,Public Safety - DOC -Residents,207,6,194,291,297,961,1,Public Safety - DYRS - Personnel,30,7,22,11,18,151,1,Public Safety - DYRS -Residents,12,1,11,57,58,0,0,Public Safety - OUC -Personnel,10,4,6,5,9,39,Human Services - DHS,305,75,75,17,Saint Elizabeths Hospital (SEH-Personnel) ,120,2,53,209,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),81,2,169,62,13,Human Services - DDS,193,84,25,Human Services - CFSA,9,8,46,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,94
2020/06/09 04:00:00+00,Testing,58192,47148,9537,499,1143,Hospitals,345,95,440,206,234,245,79,1968,Public Safety - FEMS,113,16,97,58,74,1506,Public Safety - MPD,142,23,118,23,46,1277,1,Public Safety - DOC - Personnel,85,8,76,2,10,285,1,Public Safety - DOC -Residents,207,4,196,223,227,873,1,Public Safety - DYRS - Personnel,31,6,24,8,14,158,1,Public Safety - DYRS -Residents,12,1,11,56,57,0,0,Public Safety - OUC -Personnel,10,4,6,4,8,40,Human Services - DHS,306,81,84,17,Saint Elizabeths Hospital (SEH-Personnel) ,120,3,51,211,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),81,2,170,62,13,Human Services - DDS,193,84,25,Human Services - CFSA,9,8,46,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,95
2020/06/10 04:00:00+00,Testing,59288,47796,9589,502,1143,Hospitals,345,56,440,210,230,245,82,2014,Public Safety - FEMS,113,16,97,60,76,1524,Public Safety - MPD,142,23,118,24,47,1277,1,Public Safety - DOC - Personnel,86,8,77,2,10,286,1,Public Safety - DOC -Residents,208,4,197,226,230,1031,1,Public Safety - DYRS - Personnel,31,4,26,6,10,162,1,Public Safety - DYRS -Residents,12,0,12,59,59,0,0,Public Safety - OUC -Personnel,10,4,6,3,7,41,Human Services - DHS,306,88,88,17,Saint Elizabeths Hospital (SEH-Personnel) ,120,3,48,214,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),81,2,169,62,13,Human Services - DDS,193,94,25,Human Services - CFSA,9,6,48,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,96
2020/06/11 04:00:00+00,Testing,61953,48702,9654,506,1143,Hospitals,345,49,440,213,227,212,82,2058,Public Safety - FEMS,113,16,97,54,70,1525,Public Safety - MPD,142,21,120,24,45,1279,1,Public Safety - DOC - Personnel,86,8,77,2,10,286,1,Public Safety - DOC -Residents,207,3,197,212,215,1048,1,Public Safety - DYRS - Personnel,31,3,27,5,8,164,1,Public Safety - DYRS -Residents,12,0,12,58,58,0,0,Public Safety - OUC -Personnel,10,4,6,3,7,41,Human Services - DHS,307,84,84,17,Saint Elizabeths Hospital (SEH-Personnel) ,120,2,40,222,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),81,2,169,62,13,Human Services - DDS,193,101,25,Human Services - CFSA,9,6,48,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,97
2020/06/12 04:00:00+00,Testing,63036,50032,9709,511,1143,Hospitals,345,56,440,207,233,197,78,2002,Public Safety - FEMS,114,16,98,49,65,1536,Public Safety - MPD,142,21,120,22,43,1286,1,Public Safety - DOC - Personnel,86,7,78,2,9,287,1,Public Safety - DOC -Residents,207,1,199,172,173,1081,1,Public Safety - DYRS - Personnel,31,3,27,5,8,164,1,Public Safety - DYRS -Residents,12,0,12,58,58,0,0,Public Safety - OUC -Personnel,10,4,6,2,6,42,Human Services - DHS,308,86,86,18,Saint Elizabeths Hospital (SEH-Personnel) ,120,2,40,222,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),81,2,169,62,13,Human Services - DDS,194,103,25,Human Services - CFSA,9,6,48,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,98
2020/06/13 04:00:00+00,Testing,64530,51360,9767,515,1150,Hospitals,345,71,440,199,241,186,71,1883,Public Safety - FEMS,114,16,98,55,71,1536,Public Safety - MPD,142,21,120,22,43,1286,1,Public Safety - DOC - Personnel,86,7,78,2,9,287,1,Public Safety - DOC -Residents,207,1,199,178,179,1080,1,Public Safety - DYRS - Personnel,32,4,27,6,10,164,1,Public Safety - DYRS -Residents,12,0,12,60,60,0,0,Public Safety - OUC -Personnel,10,4,6,2,6,42,Human Services - DHS,309,91,91,18,Saint Elizabeths Hospital (SEH-Personnel) ,120,2,40,222,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),81,2,169,62,13,Human Services - DDS,194,103,25,Human Services - CFSA,9,6,48,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,99
2020/06/14 04:00:00+00,Testing,65846,52448,9799,515,1555,Hospitals,345,76,440,196,244,191,76,1883,Public Safety - FEMS,114,16,98,55,71,1536,Public Safety - MPD,142,20,121,25,45,1285,1,Public Safety - DOC - Personnel,86,7,78,2,9,287,1,Public Safety - DOC -Residents,207,1,199,180,181,1080,1,Public Safety - DYRS - Personnel,32,4,27,6,11,164,1,Public Safety - DYRS -Residents,12,0,12,60,60,0,0,Public Safety - OUC -Personnel,10,4,6,2,6,42,Human Services - DHS,309,91,91,18,Saint Elizabeths Hospital (SEH-Personnel) ,120,2,40,222,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),81,2,169,62,13,Human Services - DDS,194,108,25,Human Services - CFSA,9,6,48,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,100
2020/06/15 04:00:00+00,Testing,67126,53458,9818,520,1155,Hospitals,345,78,440,202,238,192,70,1863,Public Safety - FEMS,115,12,103,73,85,1551,Public Safety - MPD,142,20,121,23,43,1292,1,Public Safety - DOC - Personnel,86,7,78,2,9,287,1,Public Safety - DOC -Residents,27,0,200,73,73,1188,1,Public Safety - DYRS - Personnel,32,3,28,4,7,167,1,Public Safety - DYRS -Residents,12,0,12,61,61,0,0,Public Safety - OUC -Personnel,10,3,7,1,4,44,Human Services - DHS,311,94,90,18,Saint Elizabeths Hospital (SEH-Personnel) ,120,0,40,222,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),81,2,169,62,13,Human Services - DDS,195,108,25,Human Services - CFSA,9,6,48,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,101
2020/06/16 04:00:00+00,Testing,70086,56073,9847,523,1155,Hospitals,345,71,440,202,238,197,73,1963,Public Safety - FEMS,115,12,103,74,86,1552,Public Safety - MPD,142,18,123,25,43,1296,1,Public Safety - DOC - Personnel,86,6,79,2,8,287,1,Public Safety - DOC -Residents,207,0,200,77,77,1186,1,Public Safety - DYRS - Personnel,32,4,28,5,9,167,1,Public Safety - DYRS -Residents,12,0,12,60,60,0,0,Public Safety - OUC -Personnel,10,3,7,1,4,44,Human Services - DHS,311,88,85,18,Saint Elizabeths Hospital (SEH-Personnel) ,120,0,38,224,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),81,2,170,62,13,Human Services - DDS,196,108,25,Human Services - CFSA,9,6,48,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,102
2020/06/17 04:00:00+00,Testing,72199,57867,9903,527,1155,Hospitals,345,71,440,206,234,187,86,1967,Public Safety - FEMS,115,12,103,72,84,1559,Public Safety - MPD,142,16,125,28,44,1308,1,Public Safety - DOC - Personnel,86,6,79,2,8,288,1,Public Safety - DOC -Residents,207,0,200,79,77,1184,1,Public Safety - DYRS - Personnel,33,4,28,4,8,167,1,Public Safety - DYRS -Residents,12,0,12,60,60,0,0,Public Safety - OUC -Personnel,10,3,7,0,3,45,Human Services - DHS,311,91,85,18,Saint Elizabeths Hospital (SEH-Personnel) ,120,0,38,224,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),81,0,188,64,13,Human Services - DDS,198,110,25,Human Services - CFSA,9,6,48,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,103
2020/06/18 04:00:00+00,Testing,73791,59072,9952,530,1162,Hospitals,345,59,440,215,225,184,63,1987,Public Safety - FEMS,115,10,105,61,71,1566,Public Safety - MPD,142,16,125,27,43,1312,1,Public Safety - DOC - Personnel,87,7,79,2,9,288,1,Public Safety - DOC -Residents,207,0,200,79,79,1170,1,Public Safety - DYRS - Personnel,33,4,28,5,9,167,1,Public Safety - DYRS -Residents,12,0,12,59,59,0,0,Public Safety - OUC -Personnel,10,3,7,0,3,45,Human Services - DHS,311,111,91,19,Saint Elizabeths Hospital (SEH-Personnel) ,121,18,45,184,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),81,0,193,64,13,Human Services - DDS,198,110,25,Human Services - CFSA,9,6,48,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,104
2020/06/19 04:00:00+00,Testing,77953,60752,9984,531,1166,Hospitals,345,88,440,208,232,177,58,1949,Public Safety - FEMS,116,10,106,61,71,1566,Public Safety - MPD,143,16,126,30,46,1314,1,Public Safety - DOC - Personnel,87,7,79,2,9,288,1,Public Safety - DOC -Residents,207,0,200,86,86,1167,1,Public Safety - DYRS - Personnel,33,4,28,5,9,167,1,Public Safety - DYRS -Residents,12,0,12,60,60,0,0,Public Safety - OUC -Personnel,10,3,7,0,3,45,Human Services - DHS,311,97,79,20,Saint Elizabeths Hospital (SEH-Personnel) ,121,0,36,226,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),81,0,193,64,13,Human Services - DDS,200,110,25,Human Services - CFSA,9,6,48,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,105
2020/06/20 04:00:00+00,Testing,79522,62087,10020,533,1172,Hospitals,345,76,440,210,230,168,61,1882,Public Safety - FEMS,116,10,106,55,65,1577,Public Safety - MPD,144,17,126,29,46,1314,1,Public Safety - DOC - Personnel,87,7,79,2,9,288,1,Public Safety - DOC -Residents,207,0,200,88,88,1167,1,Public Safety - DYRS - Personnel,33,4,28,4,8,167,1,Public Safety - DYRS -Residents,12,0,12,60,60,0,0,Public Safety - OUC -Personnel,10,3,7,0,3,45,Human Services - DHS,311,96,79,20,Saint Elizabeths Hospital (SEH-Personnel) ,121,0,36,226,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),81,0,192,64,13,Human Services - DDS,200,110,25,Human Services - CFSA,9,6,48,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,106
2020/06/21 04:00:00+00,Testing,82004,64071,10058,535,1182,Hospitals,345,96,440,208,232,155,50,1848,Public Safety - FEMS,116,10,106,56,66,1580,Public Safety - MPD,144,17,126,34,51,1313,1,Public Safety - DOC - Personnel,87,7,79,2,9,288,1,Public Safety - DOC -Residents,207,0,200,89,89,1167,1,Public Safety - DYRS - Personnel,33,4,28,4,8,167,1,Public Safety - DYRS -Residents,12,0,12,60,60,0,0,Public Safety - OUC -Personnel,10,3,7,0,3,45,Human Services - DHS,311,97,79,20,Saint Elizabeths Hospital (SEH-Personnel) ,121,0,36,226,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),81,0,192,64,13,Human Services - DDS,200,110,26,Human Services - CFSA,9,6,48,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,107
2020/06/22 04:00:00+00,Testing,83302,65073,10094,537,1182,Hospitals,345,88,440,199,241,173,61,1883,Public Safety - FEMS,116,8,108,49,57,1595,Public Safety - MPD,145,17,127,30,47,1320,1,Public Safety - DOC - Personnel,87,7,79,1,8,289,1,Public Safety - DOC -Residents,207,0,200,88,88,1168,1,Public Safety - DYRS - Personnel,34,5,28,0,5,167,1,Public Safety - DYRS -Residents,12,0,12,62,62,0,0,Public Safety - OUC -Personnel,10,3,7,0,3,45,Human Services - DHS,311,94,76,20,Saint Elizabeths Hospital (SEH-Personnel) ,120,0,29,234,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),81,0,190,64,13,Human Services - DDS,201,110,26,Human Services - CFSA,9,6,48,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,108
2020/06/23 04:00:00+00,Testing,84173,65726,10128,541,1182,Hospitals,345,86,440,213,227,167,58,1940,Public Safety - FEMS,116,8,108,49,57,1600,Public Safety - MPD,145,15,129,36,51,1321,1,Public Safety - DOC - Personnel,87,3,83,0,3,294,1,Public Safety - DOC -Residents,207,0,200,93,93,1166,1,Public Safety - DYRS - Personnel,34,5,28,0,5,167,1,Public Safety - DYRS -Residents,13,1,12,62,62,0,0,Public Safety - OUC -Personnel,10,2,8,0,2,46,Human Services - DHS,312,89,73,20,Saint Elizabeths Hospital (SEH-Personnel) ,120,1,26,237,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),81,0,190,64,13,Human Services - DDS,203,110,26,Human Services - CFSA,9,6,48,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,109
2020/06/24 04:00:00+00,Testing,86731,67594,10159,543,1182,Hospitals,345,80,440,206,234,157,53,2005,Public Safety - FEMS,116,8,108,55,63,1603,Public Safety - MPD,145,14,130,42,56,1319,1,Public Safety - DOC - Personnel,87,3,83,0,3,294,1,Public Safety - DOC -Residents,207,0,200,94,94,1167,1,Public Safety - DYRS - Personnel,34,5,28,0,5,167,1,Public Safety - DYRS -Residents,13,1,12,63,64,0,0,Public Safety - OUC -Personnel,10,2,8,0,2,46,Human Services - DHS,313,75,61,20,Saint Elizabeths Hospital (SEH-Personnel) ,120,1,25,238,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),81,0,190,62,13,Human Services - DDS,205,110,26,Human Services - CFSA,9,6,48,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,110
2020/06/25 04:00:00+00,Testing,88123,68668,10185,546,1186,Hospitals,345,71,440,204,236,147,48,1978,Public Safety - FEMS,116,8,108,54,62,1603,Public Safety - MPD,146,12,133,43,55,1322,1,Public Safety - DOC - Personnel,87,3,83,0,3,294,1,Public Safety - DOC -Residents,207,0,200,96,96,1163,1,Public Safety - DYRS - Personnel,37,8,28,0,8,167,1,Public Safety - DYRS -Residents,13,1,12,62,63,0,0,Public Safety - OUC -Personnel,10,2,8,1,3,46,Human Services - DHS,315,76,62,20,Saint Elizabeths Hospital (SEH-Personnel) ,120,1,24,244,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),81,0,189,62,13,Human Services - DDS,206,110,27,Human Services - CFSA,9,6,48,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,111
2020/06/26 04:00:00+00,Testing,89271,69699,10216,548,1194,Hospitals,345,65,440,208,232,136,43,2005,Public Safety - FEMS,116,8,108,41,49,1608,Public Safety - MPD,146,11,134,42,53,1327,1,Public Safety - DOC - Personnel,87,3,83,0,3,294,1,Public Safety - DOC -Residents,207,0,200,96,96,1160,1,Public Safety - DYRS - Personnel,37,8,28,0,8,167,1,Public Safety - DYRS -Residents,13,1,12,62,64,0,0,Public Safety - OUC -Personnel,10,2,8,2,4,46,Human Services - DHS,315,77,64,20,Saint Elizabeths Hospital (SEH-Personnel) ,120,1,24,244,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),81,0,189,62,13,Human Services - DDS,206,110,27,Human Services - CFSA,9,6,48,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,112
2020/06/27 04:00:00+00,Testing,93132,72783,10248,550,1199,Hospitals,345,87,440,208,232,126,34,1944,Public Safety - FEMS,119,11,108,52,63,1614,Public Safety - MPD,150,17,132,59,76,1315,1,Public Safety - DOC - Personnel,87,3,83,0,3,294,1,Public Safety - DOC -Residents,207,0,200,100,100,1157,1,Public Safety - DYRS - Personnel,37,8,28,0,8,167,1,Public Safety - DYRS -Residents,13,1,12,64,65,0,0,Public Safety - OUC -Personnel,10,2,8,2,4,46,Human Services - DHS,315,,,20,Saint Elizabeths Hospital (SEH-Personnel) ,120,0,24,244,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),81,0,189,62,13,Human Services - DDS,206,110,27,Human Services - CFSA,9,6,48,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,113
2020/06/28 04:00:00+00,Testing,95360,74575,10292,551,1200,Hospitals,345,83,440,212,228,121,34,1864,Public Safety - FEMS,119,11,108,53,64,1615,Public Safety - MPD,150,17,132,58,75,1316,1,Public Safety - DOC - Personnel,87,3,83,0,3,294,1,Public Safety - DOC -Residents,207,0,200,105,105,1159,1,Public Safety - DYRS - Personnel,37,8,28,0,8,167,1,Public Safety - DYRS -Residents,13,1,12,64,65,0,0,Public Safety - OUC -Personnel,10,2,8,2,4,46,Human Services - DHS,315,77,63,20,Saint Elizabeths Hospital (SEH-Personnel) ,120,0,24,244,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),81,0,189,62,13,Human Services - DDS,207,110,27,Human Services - CFSA,9,6,48,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,114
2020/06/29 04:00:00+00,Testing,97295,76112,10327,551,1270,Hospitals,345,89,440,201,237,126,33,1897,Public Safety - FEMS,119,10,109,37,47,1655,Public Safety - MPD,151,18,132,55,73,1324,1,Public Safety - DOC - Personnel,87,3,83,0,3,294,1,Public Safety - DOC -Residents,207,0,200,104,104,1160,1,Public Safety - DYRS - Personnel,35,6,28,0,6,167,1,Public Safety - DYRS -Residents,13,1,12,69,70,0,0,Public Safety - OUC -Personnel,10,2,8,2,4,46,Human Services - DHS,315,76,66,20,Saint Elizabeths Hospital (SEH-Personnel) ,121,3,27,244,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),81,0,189,62,13,Human Services - DDS,207,110,27,Human Services - CFSA,9,6,48,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,115
2020/06/30 04:00:00+00,Testing,100035,77908,10365,553,1451,Hospitals,345,93,440,194,246,119,33,1924,Public Safety - FEMS,119,10,109,43,53,1655,Public Safety - MPD,151,19,131,44,63,1346,1,Public Safety - DOC - Personnel,87,3,83,0,3,294,1,Public Safety - DOC -Residents,207,0,200,90,90,1172,1,Public Safety - DYRS - Personnel,35,4,30,1,5,171,1,Public Safety - DYRS -Residents,13,1,12,66,77,0,0,Public Safety - OUC -Personnel,10,1,9,2,3,47,Human Services - DHS,316,76,70,20,Saint Elizabeths Hospital (SEH-Personnel) ,121,3,26,245,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),81,0,189,62,13,Human Services - DDS,207,110,27,Human Services - CFSA,9,6,48,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,116
2020/07/01 04:00:00+00,Testing,101063,78600,10390,554,1465,Hospitals,345,83,440,196,244,119,33,1924,Public Safety - FEMS,119,10,109,52,62,1659,Public Safety - MPD,151,18,132,45,63,1355,1,Public Safety - DOC - Personnel,87,3,83,1,4,294,1,Public Safety - DOC -Residents,207,0,200,59,59,1000,1,Public Safety - DYRS - Personnel,35,3,31,1,4,173,1,Public Safety - DYRS -Residents,13,1,0,66,67,0,0,Public Safety - OUC -Personnel,10,1,9,2,3,47,Human Services - DHS,36,65,58,20,Saint Elizabeths Hospital (SEH-Personnel) ,121,3,21,250,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),81,0,159,62,13,Human Services - DDS,207,110,27,Human Services - CFSA,12,9,52,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,117
2020/07/02 04:00:00+00,Testing,102809,79967,10435,555,1497,Hospitals,345,79,440,193,247,110,38,1909,Public Safety - FEMS,119,10,109,53,63,1659,Public Safety - MPD,151,18,132,43,61,1362,1,Public Safety - DOC - Personnel,87,3,83,0,3,294,1,Public Safety - DOC -Residents,207,0,200,59,59,1001,1,Public Safety - DYRS - Personnel,35,3,31,1,4,173,1,Public Safety - DYRS -Residents,13,1,12,67,68,0,0,Public Safety - OUC -Personnel,10,1,9,2,3,47,Human Services - DHS,316,42,42,20,Saint Elizabeths Hospital (SEH-Personnel) ,121,3,20,251,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),81,0,188,62,13,Human Services - DDS,207,110,27,Human Services - CFSA,12,9,52,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,118
2020/07/03 04:00:00+00,Testing,104554,81330,10447,557,1523,Hospitals,345,94,440,199,241,95,28,1858,Public Safety - FEMS,119,10,109,46,55,1661,Public Safety - MPD,151,18,132,47,65,1361,1,Public Safety - DOC - Personnel,87,3,83,0,3,294,1,Public Safety - DOC -Residents,207,0,200,53,53,1001,1,Public Safety - DYRS - Personnel,35,3,31,1,4,173,1,Public Safety - DYRS -Residents,13,1,12,66,67,0,0,Public Safety - OUC -Personnel,10,1,9,2,3,47,Human Services - DHS,318,,,20,Saint Elizabeths Hospital (SEH-Personnel) ,121,3,20,251,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),81,0,188,62,13,Human Services - DDS,207,110,27,Human Services - CFSA,12,9,52,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,119
2020/07/04 04:00:00+00,Testing,105993,82375,10482,559,1542,Hospitals,345,94,440,138,302,87,26,1733,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,318,40,43,20,Saint Elizabeths Hospital (SEH-Personnel) ,122,3,21,251,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),81,0,189,62,13,Human Services - DDS,207,110,27,Human Services - CFSA,12,9,52,1,DMV Personnel,,,,,,,,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,120
